,id,primary_title,release_year
3641,tt0095107,Ernest Saves Christmas,1988
3642,tt0095119,Everybody's All-American,1988
3643,tt0095145,Feds,1988
3644,tt0095159,A Fish Called Wanda,1988
3645,tt0095169,For Keeps?,1988
3646,tt0095174,Frantic,1988
3647,tt0095178,Fresh Horses,1988
3648,tt0095179,Friday the 13th Part VII: The New Blood,1988
3649,tt0095188,Funny Farm,1988
3650,tt0095238,The Good Mother,1988
3651,tt0095243,Gorillas in the Mist,1988
3652,tt0095250,The Big Blue,1988
3653,tt0095253,The Great Outdoors,1988
3654,tt0095270,Hairspray,1988
3655,tt0095271,Halloween 4: The Return of Michael Myers,1988
3656,tt0095288,Heartbreak Hotel,1988
3657,tt0095294,Hellbound: Hellraiser II,1988
3658,tt0095296,Hero and the Terror,1988
3659,tt0095302,High Hopes,1988
3660,tt0095304,High Spirits,1988
3661,tt0095326,Hot to Trot,1988
3662,tt0095327,Grave of the Fireflies,1988
3663,tt0095333,The House on Carroll Street,1987
3664,tt0095348,I'm Gonna Git You Sucka,1988
3665,tt0095360,Imagine: John Lennon,1988
3666,tt0095382,Iron Eagle II,1988
3667,tt0095403,Police Story 2,1988
3668,tt0095409,Johnny Be Good,1988
3669,tt0095444,Killer Klowns from Outer Space,1988
3670,tt0095467,A Short Film About Love,1988
3671,tt0095468,A Short Film About Killing,1988
3672,tt0095484,Lady in White,1988
3673,tt0095488,The Lair of the White Worm,1988
3674,tt0095489,The Land Before Time,1988
3675,tt0095497,The Last Temptation of Christ,1988
3676,tt0095519,License to Drive,1988
3677,tt0095525,Gandahar,1987
3678,tt0095532,Little Nikita,1988
3679,tt0095560,Mac and Me,1988
3680,tt0095564,Madame Sousatzka,1988
3681,tt0095583,Maniac Cop,1988
3682,tt0095593,Married to the Mob,1988
3683,tt0095599,Masquerade,1988
3684,tt0095631,Midnight Run,1988
3685,tt0095638,The Milagro Beanfield War,1988
3686,tt0095647,Mississippi Burning,1988
3687,tt0095649,The Moderns,1988
3688,tt0095652,Monkey Shines,1988
3689,tt0095654,Moon Over Parador,1988
3690,tt0095655,Moonwalker,1988
3691,tt0095662,Moving,1988
3692,tt0095675,Women on the Verge of a Nervous Breakdown,1988
3693,tt0095687,My Stepmother Is an Alien,1988
3694,tt0095690,Mystic Pizza,1988
3695,tt0095705,The Naked Gun: From the Files of Police Squad!,1988
3696,tt0095709,The Navigator: A Medieval Odyssey,1988
3697,tt0095715,Alice,1988
3698,tt0095736,A Night in the Life of Jimmy Reardon,1988
3699,tt0095742,A Nightmare on Elm Street 4: The Dream Master,1988
3700,tt0095765,Cinema Paradiso,1988
3701,tt0095774,Off Limits,1988
3702,tt0095776,Oliver & Company,1988
3703,tt0095800,The Bear,1988
3704,tt0095801,Bagdad Cafe,1987
3705,tt0095853,Permanent Record,1988
3706,tt0095863,Phantasm II,1988
3707,tt0095882,Police Academy 5: Assignment: Miami Beach,1988
3708,tt0095889,Poltergeist III,1988
3709,tt0095895,Powaqqatsi,1988
3710,tt0095897,The Presidio,1988
3711,tt0095925,Pumpkinhead,1988
3712,tt0095927,Punchline,1988
3713,tt0095953,Rain Man,1988
3714,tt0095956,Rambo III,1988
3715,tt0095963,Red Heat,1988
3716,tt0095977,Rent-a-Cop,1987
3717,tt0095989,Return of the Killer Tomatoes!,1988
3718,tt0095990,Return of the Living Dead II,1988
3719,tt0095993,Return to Snowy River,1988
3720,tt0096003,Rocket Gibraltar,1988
3721,tt0096018,Running on Empty,1988
3722,tt0096028,Salaam Bombay!,1988
3723,tt0096029,Salome's Last Dance,1988
3724,tt0096037,Satisfaction,1988
3725,tt0096054,School Daze,1988
3726,tt0096061,Scrooged,1988
3727,tt0096071,The Serpent and the Rainbow,1988
3728,tt0096073,The Seventh Sign,1988
3729,tt0096087,Shakedown,1988
3730,tt0096094,She's Having a Baby,1988
3731,tt0096098,Shoot to Kill,1988
3732,tt0096101,Short Circuit 2,1988
3733,tt0096163,The Vanishing,1988
3734,tt0096166,Stars and Bars,1988
3735,tt0096171,Stealing Home,1988
3736,tt0096180,Stormy Monday,1988
3737,tt0096193,Sunset,1988
3738,tt0096203,Switching Channels,1988
3739,tt0096211,Taffin,1988
3740,tt0096219,Talk Radio,1988
3741,tt0096223,Tapeheads,1988
3742,tt0096244,Tequila Sunrise,1988
3743,tt0096251,Tetsuo,1989
3744,tt0096256,They Live,1988
3745,tt0096257,The Thin Blue Line,1988
3746,tt0096259,Things Change,1988
3747,tt0096283,My Neighbor Totoro,1988
3748,tt0096288,Landscape in the Mist,1988
3749,tt0096289,Torch Song Trilogy,1988
3750,tt0096294,Track 29,1988
3751,tt0096316,Tucker: The Man and His Dream,1988
3752,tt0096320,Twins,1988
3753,tt0096321,Twister,1989
3754,tt0096324,Two Moon Junction,1988
3755,tt0096328,U2: Rattle and Hum,1988
3756,tt0096332,The Unbearable Lightness of Being,1988
3757,tt0096378,Vibes,1988
3758,tt0096380,Vice Versa,1988
3759,tt0096425,Watchers,1988
3760,tt0096426,Waxwork,1988
3761,tt0096438,Who Framed Roger Rabbit,1988
3762,tt0096446,Willow,1988
3763,tt0096454,Without a Clue,1988
3764,tt0096461,As Tears Go By,1988
3765,tt0096463,Working Girl,1988
3766,tt0096486,Young Einstein,1988
3767,tt0096487,Young Guns,1988
3768,tt0096734,The 'Burbs,1989
3769,tt0096754,The Abyss,1989
3770,tt0096764,The Adventures of Baron Munchausen,1988
3771,tt0096787,All Dogs Go to Heaven,1989
3772,tt0096794,Always,1989
3773,tt0096804,American Ninja 3: Blood Hunt,1989
3774,tt0096842,Asterix and the Big Fight,1989
3775,tt0096870,Going Overboard,1989
3776,tt0096874,Back to the Future Part II,1989
3777,tt0096875,Catchfire,1990
3778,tt0096895,Batman,1989
3779,tt0096913,Best of the Best,1989
3780,tt0096926,The Big Picture,1989
3781,tt0096928,Bill & Ted's Excellent Adventure,1989
3782,tt0096933,Black Rain,1989
3783,tt0096943,Blaze,1989
3784,tt0096945,Blind Fury,1989
3785,tt0096969,Born on the Fourth of July,1989
3786,tt0096976,Breaking In,1989
3787,tt0096978,Brenda Starr,1989
3788,tt0097001,C.H.U.D. II: Bud the Chud,1989
3789,tt0097027,Casualties of War,1989
3790,tt0097044,Chances Are,1989
3791,tt0097050,The Adventures of Milo and Otis,1986
3792,tt0097053,Cheetah,1989
3793,tt0097100,Communion,1989
3794,tt0097106,A Tale of Springtime,1990
3795,tt0097108,"The Cook, the Thief, His Wife & Her Lover",1989
3796,tt0097109,Cookie,1989
3797,tt0097116,Cousins,1989
3798,tt0097123,Crimes and Misdemeanors,1989
3799,tt0097125,Criminal Law,1988
3800,tt0097138,Cyborg,1989
3801,tt0097142,Dad,1989
3802,tt0097162,Dead Calm,1989
3803,tt0097165,Dead Poets Society,1989
3804,tt0097166,Dead Bang,1989
3805,tt0097179,DeepStar Six,1989
3806,tt0097202,The Killer,1989
3807,tt0097211,Disorganized Crime,1989
3808,tt0097216,Do the Right Thing,1989
3809,tt0097223,Time of the Gypsies,1988
3810,tt0097235,The Dream Team,1989
3811,tt0097236,Dream a Little Dream,1989
3812,tt0097239,Driving Miss Daisy,1989
3813,tt0097240,Drugstore Cowboy,1989
3814,tt0097243,A Dry White Season,1989
3815,tt0097257,Earth Girls Are Easy,1988
3816,tt0097262,Eddie and the Cruisers II: Eddie Lives!,1989
3817,tt0097276,"Enemies, A Love Story",1989
3818,tt0097289,Erik the Viking,1989
3819,tt0097314,The Experts,1989
3820,tt0097322,The Fabulous Baker Boys,1989
3821,tt0097328,Family Business,1989
3822,tt0097334,Farewell to the King,1989
3823,tt0097336,Fat Man and Little Boy,1989
3824,tt0097351,Field of Dreams,1989
3825,tt0097366,Fletch Lives,1989
3826,tt0097368,The Fly II,1989
3827,tt0097372,For All Mankind,1989
3828,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989
3829,tt0097390,Fright Night Part 2,1988
3830,tt0097428,Ghostbusters II,1989
3831,tt0097438,Gleaming the Cube,1989
3832,tt0097441,Glory,1989
3833,tt0097443,The Gods Must Be Crazy II,1989
3834,tt0097457,Great Balls of Fire!,1989
3835,tt0097458,Gross Anatomy,1989
3836,tt0097474,Halloween 5: The Revenge of Michael Myers,1989
3837,tt0097478,Happy Together,1989
3838,tt0097481,Harlem Nights,1989
3839,tt0097493,Heathers,1989
3840,tt0097499,Henry V,1989
3841,tt0097500,Her Alibi,1989
3842,tt0097523,"Honey, I Shrunk the Kids",1989
3843,tt0097530,How I Got Into College,1989
3844,tt0097531,How to Get Ahead in Advertising,1989
3845,tt0097567,Immediate Family,1989
3846,tt0097570,In Country,1989
3847,tt0097576,Indiana Jones and the Last Crusade,1989
3848,tt0097579,An Innocent Man,1989
3849,tt0097607,Jacknife,1989
3850,tt0097613,The January Man,1989
3851,tt0097626,Johnny Handsome,1989
3852,tt0097635,Jesus of Montreal,1989
3853,tt0097637,K-9,1989
3854,tt0097647,The Karate Kid Part III,1989
3855,tt0097659,Kickboxer,1989
3856,tt0097662,Kill Me Again,1989
3857,tt0097670,Kinjite: Forbidden Subjects,1989
3858,tt0097714,Last Exit to Brooklyn,1989
3859,tt0097722,Lean on Me,1989
3860,tt0097728,Leningrad Cowboys Go America,1989
3861,tt0097731,Let It Ride,1989
3862,tt0097733,Lethal Weapon 2,1989
3863,tt0097737,Leviathan,1989
3864,tt0097742,Licence to Kill,1989
3865,tt0097757,The Little Mermaid,1989
3866,tt0097758,Little Monsters,1989
3867,tt0097770,Lock Up,1989
3868,tt0097778,Look Who's Talking,1989
3869,tt0097790,Loverboy,1989
3870,tt0097814,Kiki's Delivery Service,1989
3871,tt0097815,Major League,1989
3872,tt0097858,Meet the Feebles,1989
3873,tt0097880,The Mighty Quinn,1989
3874,tt0097883,Millennium,1989
3875,tt0097889,Miracle Mile,1988
3876,tt0097892,Miss Firecracker,1989
3877,tt0097904,Monsieur Hire,1989
3878,tt0097937,My Left Foot,1989
3879,tt0097940,Mystery Train,1989
3880,tt0097958,National Lampoon's Christmas Vacation,1989
3881,tt0097965,New York Stories,1989
3882,tt0097967,Next of Kin,1989
3883,tt0097981,A Nightmare on Elm Street 5: The Dream Child,1989
3884,tt0097987,No Holds Barred,1989
3885,tt0098022,Old Gringo,1989
3886,tt0098051,The Package,1989
3887,tt0098061,Paperhouse,1988
3888,tt0098067,Parenthood,1989
3889,tt0098068,Parents,1989
3890,tt0098073,Penn & Teller Get Killed,1989
3891,tt0098084,Pet Sematary,1989
3892,tt0098090,The Phantom of the Opera,1989
3893,tt0098097,Pink Cadillac,1989
3894,tt0098105,Police Academy 6: City Under Siege,1989
3895,tt0098112,Powwow Highway,1989
3896,tt0098115,Prancer,1989
3897,tt0098141,The Punisher,1989
3898,tt0098160,The Rachel Papers,1989
3899,tt0098180,Red Scorpion,1988
3900,tt0098184,Relentless,1989
3901,tt0098188,Renegades,1989
3902,tt0098193,The Return of Swamp Thing,1989
3903,tt0098194,The Return of the Musketeers,1989
3904,tt0098206,Road House,1989
3905,tt0098213,Roger & Me,1989
3906,tt0098219,Romero,1989
3907,tt0098230,Rude Awakening,1989
3908,tt0098253,Santa Sangre,1989
3909,tt0098258,Say Anything...,1989
3910,tt0098260,Scandal,1989
3911,tt0098261,Scenes from the Class Struggle in Beverly Hills,1989
3912,tt0098273,Sea of Love,1989
3913,tt0098282,"See No Evil, Hear No Evil",1989
3914,tt0098300,Shag,1989
3915,tt0098308,She's Out of Control,1989
3916,tt0098309,She-Devil,1989
3917,tt0098319,Shirley Valentine,1989
3918,tt0098320,Shocker,1989
3919,tt0098327,The Seventh Continent,1989
3920,tt0098343,Skin Deep,1989
3921,tt0098347,Slaves of New York,1989
3922,tt0098354,Society,1989
3923,tt0098356,Some Girls,1988
3924,tt0098360,Violent Cop,1989
3925,tt0098369,Speed Zone,1989
3926,tt0098382,Star Trek V: The Final Frontier,1989
3927,tt0098384,Steel Magnolias,1989
3928,tt0098385,Stepfather II,1989
3929,tt0098436,The Tall Guy,1989
3930,tt0098437,The Winter War,1989
3931,tt0098439,Tango & Cash,1989
3932,tt0098442,Tap,1989
3933,tt0098453,Teen Witch,1989
3934,tt0098471,Three Fugitives,1989
3935,tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,1989
3936,tt0098503,The Toxic Avenger Part II,1989
3937,tt0098513,Triumph of the Spirit,1989
3938,tt0098519,Troop Beverly Hills,1989
3939,tt0098520,Too Beautiful for You,1989
3940,tt0098524,True Believer,1989
3941,tt0098532,The Match Factory Girl,1990
3942,tt0098536,Turner & Hooch,1989
3943,tt0098546,UHF,1989
3944,tt0098554,Uncle Buck,1989
3945,tt0098575,Valmont,1989
3946,tt0098577,Vampire's Kiss,1988
3947,tt0098621,The War of the Roses,1989
3948,tt0098622,Warlock,1989
3949,tt0098625,We're No Angels,1989
3950,tt0098627,Weekend at Bernie's,1989
3951,tt0098635,When Harry Met Sally...,1989
3952,tt0098645,Who's Harry Crumb?,1989
3953,tt0098663,The Wizard,1989
3954,tt0098678,Worth Winning,1989
3955,tt0098692,Wicked City,1987
3956,tt0098724,"Sex, Lies, and Videotape",1989
3957,tt0098725,Sweetie,1989
3958,tt0098966,Three Men and a Little Lady,1990
3959,tt0098987,The Adventures of Ford Fairlane,1990
3960,tt0098994,"After Dark, My Sweet",1990
3961,tt0099005,Air America,1990
3962,tt0099012,Alice,1990
3963,tt0099014,All the Vermeers in New York,1990
3964,tt0099018,Almost an Angel,1990
3965,tt0099028,American Dream,1990
3966,tt0099040,An Angel at My Table,1990
3967,tt0099044,Another 48 Hrs.,1990
3968,tt0099052,Arachnophobia,1990
3969,tt0099073,Avalon,1990
3970,tt0099077,Awakenings,1990
3971,tt0099088,Back to the Future Part III,1990
3972,tt0099091,Bad Influence,1990
3973,tt0099108,Basket Case 2,1990
3974,tt0099121,Berkeley in the Sixties,1990
3975,tt0099128,Betsy's Wedding,1990
3976,tt0099141,Bird on a Wire,1990
3977,tt0099160,Blue Steel,1990
3978,tt0099165,The Bonfire of the Vanities,1990
3979,tt0099173,Brain Dead,1990
3980,tt0099180,Bride of Re-Animator,1990
3981,tt0099204,Cadillac Man,1990
3982,tt0099253,Child's Play 2,1990
3983,tt0099266,My Mother's Castle,1990
3984,tt0099291,Come See the Paradise,1990
3985,tt0099292,The Comfort of Strangers,1990
3986,tt0099316,Crazy People,1990
3987,tt0099329,Cry-Baby,1990
3988,tt0099334,Cyrano de Bergerac,1990
3989,tt0099348,Dances with Wolves,1990
3990,tt0099365,Darkman,1990
3991,tt0099371,Days of Thunder,1990
3992,tt0099385,Death Warrant,1990
3993,tt0099399,Delta Force 2: The Colombian Connection,1990
3994,tt0099409,Desperate Hours,1990
3995,tt0099422,Dick Tracy,1990
3996,tt0099423,Die Hard 2,1990
3997,tt0099426,Bullet in the Head,1990
3998,tt0099450,The Boyfriend School,1990
3999,tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,1990
4000,tt0099487,Edward Scissorhands,1990
4001,tt0099512,Ernest Goes to Jail,1990
4002,tt0099528,The Exorcist III,1990
4003,tt0099558,Operation Condor,1991
4004,tt0099566,The Field,1990
4005,tt0099575,Fire Birds,1990
4006,tt0099581,Flashback,1990
4007,tt0099582,Flatliners,1990
4008,tt0099587,Flight of the Intruder,1991
4009,tt0099611,Frankenhooker,1990
4010,tt0099612,Roger Corman's Frankenstein Unbound,1990
4011,tt0099615,The Freshman,1990
4012,tt0099636,Gate 2: The Trespassers,1990
4013,tt0099653,Ghost,1990
4014,tt0099654,Ghost Dad,1990
4015,tt0099669,My Father's Glory,1990
4016,tt0099674,The Godfather: Part III,1990
4017,tt0099685,Goodfellas,1990
4018,tt0099691,Graffiti Bridge,1990
4019,tt0099697,Graveyard Shift,1990
4020,tt0099699,Green Card,1990
4021,tt0099700,Gremlins 2: The New Batch,1990
4022,tt0099703,The Grifters,1990
4023,tt0099710,The Guardian,1990
4024,tt0099726,Hamlet,1990
4025,tt0099731,The Handmaid's Tale,1990
4026,tt0099739,Hard to Kill,1990
4027,tt0099740,Hardware,1990
4028,tt0099750,Heart Condition,1990
4029,tt0099762,Henry & June,1990
4030,tt0099763,Henry: Portrait of a Serial Killer,1986
4031,tt0099768,Hidden Agenda,1990
4032,tt0099776,Europa Europa,1990
4033,tt0099785,Home Alone,1990
4034,tt0099797,The Hot Spot,1990
4035,tt0099800,House Party,1990
4036,tt0099810,The Hunt for Red October,1990
4037,tt0099817,Dark Angel,1990
4038,tt0099818,I Hired a Contract Killer,1990
4039,tt0099819,I Love You to Death,1990
4040,tt0099850,Internal Affairs,1990
4041,tt0099871,Jacob's Ladder,1990
4042,tt0099892,Joe Versus the Volcano,1990
4043,tt0099902,Ju Dou,1990
4044,tt0099938,Kindergarten Cop,1990
4045,tt0099939,King of New York,1990
4046,tt0099951,The Krays,1990
4047,tt0099969,Lambada,1990
4048,tt0099994,Leatherface: Texas Chainsaw Massacre III,1990
4049,tt0100024,Life Is Sweet,1990
4050,tt0100029,Lionheart,1990
4051,tt0100046,The Long Walk Home,1990
4052,tt0100049,Longtime Companion,1989
4053,tt0100050,Look Who's Talking Too,1990
4054,tt0100053,Loose Cannons,1990
4055,tt0100054,Lord of the Flies,1990
4056,tt0100087,Madhouse,1990
4057,tt0100112,The Hairdresser's Husband,1990
4058,tt0100114,Marked for Death,1990
4059,tt0100129,Meet the Applegates,1990
4060,tt0100133,Memphis Belle,1990
4061,tt0100134,Men Don't Leave,1990
4062,tt0100135,Men at Work,1990
4063,tt0100140,Mermaids,1990
4064,tt0100142,Metropolitan,1990
4065,tt0100143,Miami Blues,1990
4066,tt0100150,Miller's Crossing,1990
4067,tt0100151,Mindwalk,1990
4068,tt0100157,Misery,1990
4069,tt0100168,Mo' Better Blues,1990
4070,tt0100196,Mountains of the Moon,1990
4071,tt0100200,Mr. & Mrs. Bridge,1990
4072,tt0100201,Mr. Destiny,1990
4073,tt0100211,Music Box,1989
4074,tt0100212,My Blue Heaven,1990
4075,tt0100224,Narrow Margin,1990
4076,tt0100232,Navy Seals,1990
4077,tt0100234,Close-Up,1990
4078,tt0100240,The NeverEnding Story II: The Next Chapter,1990
4079,tt0100258,Night of the Living Dead,1990
4080,tt0100260,Nightbreed,1990
4081,tt0100263,La Femme Nikita,1990
4082,tt0100280,Nuns on the Run,1990
4083,tt0100301,Opportunity Knocks,1990
4084,tt0100318,Pacific Heights,1990
4085,tt0100332,Paris Is Burning,1990
4086,tt0100395,Postcards from the Edge,1990
4087,tt0100403,Predator 2,1990
4088,tt0100404,Presumed Innocent,1990
4089,tt0100405,Pretty Woman,1990
4090,tt0100419,Problem Child,1990
4091,tt0100436,Pump Up the Volume,1990
4092,tt0100442,Q & A,1990
4093,tt0100449,Quick Change,1990
4094,tt0100469,The Reflecting Skin,1990
4095,tt0100475,Repossessed,1990
4096,tt0100477,The Rescuers Down Under,1990
4097,tt0100485,Revenge,1990
4098,tt0100486,Reversal of Fortune,1990
4099,tt0100502,RoboCop 2,1990
4100,tt0100507,Rocky V,1990
4101,tt0100514,The Rookie,1990
4102,tt0100519,Rosencrantz & Guildenstern Are Dead,1990
4103,tt0100530,The Russia House,1990
4104,tt0100557,The Nasty Girl,1990
4105,tt0100594,The Sheltering Sky,1990
4106,tt0100602,A Shock to the System,1990
4107,tt0100608,The Shrimp on the Barbie,1990
4108,tt0100611,Sibling Rivalry,1990
4109,tt0100613,Side Out,1990
4110,tt0100639,Slumber Party Massacre III,1990
4111,tt0100663,Sorority House Massacre II,1990
4112,tt0100666,Spaced Invaders,1990
4113,tt0100680,Stanley & Iris,1990
4114,tt0100685,State of Grace,1990
4115,tt0100691,Stella,1990
4116,tt0100740,Tales from the Darkside: The Movie,1990
4117,tt0100758,Teenage Mutant Ninja Turtles,1990
4118,tt0100802,Total Recall,1990
4119,tt0100814,Tremors,1990
4120,tt0100822,Tune in Tomorrow...,1990
4121,tt0100827,Two Evil Eyes,1990
4122,tt0100828,The Two Jakes,1990
4123,tt0100842,The Unbelievable Truth,1989
4124,tt0100911,"Welcome Home, Roxy Carmichael",1990
4125,tt0100924,Where the Heart Is,1990
4126,tt0100928,White Hunter Black Heart,1990
4127,tt0100934,Wild Orchid,1989
4128,tt0100935,Wild at Heart,1990
4129,tt0100944,The Witches,1990
4130,tt0100990,"I, the Worst of All",1990
4131,tt0100994,Young Guns II,1990
4132,tt0100998,Dreams,1990
4133,tt0101004,Zandalee,1991
4134,tt0101020,Once a Thief,1991
4135,tt0101026,Tie Me Up! Tie Me Down!,1989
4136,tt0101258,Days of Being Wild,1990
4137,tt0101272,The Addams Family,1991
4138,tt0101301,All I Want for Christmas,1991
4139,tt0101316,The Lover,1992
4140,tt0101318,The Lovers on the Bridge,1991
4141,tt0101329,An American Tail: Fievel Goes West,1991
4142,tt0101356,Another You,1991
4143,tt0101371,Article 99,1992
4144,tt0101373,At Play in the Fields of the Lord,1991
4145,tt0101393,Backdraft,1991
4146,tt0101410,Barton Fink,1991
4147,tt0101414,Beauty and the Beast,1991
4148,tt0101420,Begotten,1989
4149,tt0101428,La Belle Noiseuse,1991
4150,tt0101452,Bill & Ted's Bogus Journey,1991
4151,tt0101453,Billy Bathgate,1991
4152,tt0101455,Bingo,1991
4153,tt0101458,Until the End of the World,1991
4154,tt0101465,Black Robe,1991
4155,tt0101492,Body Parts,1991
4156,tt0101507,Boyz n the Hood,1991
4157,tt0101516,Bugsy,1991
4158,tt0101523,The Butcher's Wife,1991
4159,tt0101540,Cape Fear,1991
4160,tt0101545,Career Opportunities,1991
4161,tt0101587,City Slickers,1991
4162,tt0101588,City of Hope,1991
4163,tt0101590,Class Action,1991
4164,tt0101605,The Commitments,1991
4165,tt0101606,Company Business,1991
4166,tt0101615,Cool as Ice,1991
4167,tt0101625,Once Upon a Crime...,1992
4168,tt0101627,Critters 3,1991
4169,tt0101628,Critters 4,1992
4170,tt0101635,Curly Sue,1991
4171,tt0101640,Raise the Red Lantern,1991
4172,tt0101669,Dead Again,1991
4173,tt0101692,Death in Brunswick,1990
4174,tt0101698,Defending Your Life,1991
4175,tt0101700,Delicatessen,1991
4176,tt0101701,Delirious,1991
4177,tt0101745,Doc Hollywood,1991
4178,tt0101746,The Doctor,1991
4179,tt0101748,Dogfight,1991
4180,tt0101757,Don't Tell Mom the Babysitter's Dead,1991
4181,tt0101761,The Doors,1991
4182,tt0101764,Double Impact,1991
4183,tt0101765,The Double Life of Véronique,1991
4184,tt0101775,Drop Dead Fred,1991
4185,tt0101786,Dutch,1991
4186,tt0101787,Dying Young,1991
4187,tt0101811,Enchanted April,1991
4188,tt0101821,Ernest Scared Stupid,1991
4189,tt0101829,Europa,1991
4190,tt0101831,Eve of Destruction,1991
4191,tt0101846,F/X2,1991
4192,tt0101862,Father of the Bride,1991
4193,tt0101889,The Fisher King,1991
4194,tt0101891,The Five Heartbeats,1991
4195,tt0101898,Flirting,1991
4196,tt0101902,For the Boys,1991
4197,tt0101912,Frankie and Johnny,1991
4198,tt0101917,Freddy's Dead: The Final Nightmare,1991
4199,tt0101921,Fried Green Tomatoes,1991
4200,tt0101969,Grand Canyon,1991
4201,tt0101984,Guilty by Suspicion,1991
4202,tt0101988,The Guyver,1991
4203,tt0101991,Rhapsody in August,1991
4204,tt0102004,The Hard Way,1991
4205,tt0102005,Harley Davidson and the Marlboro Man,1991
4206,tt0102011,"He Said, She Said",1991
4207,tt0102014,Hear My Song,1991
4208,tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,1991
4209,tt0102034,Highlander II: The Quickening,1991
4210,tt0102035,Highway 61,1991
4211,tt0102045,The Hitman,1991
4212,tt0102048,Homicide,1991
4213,tt0102057,Hook,1991
4214,tt0102059,Hot Shots!,1991
4215,tt0102065,House Party 2,1991
4216,tt0102070,Hudson Hawk,1991
4217,tt0102103,Impromptu,1991
4218,tt0102116,The Indian Runner,1991
4219,tt0102138,JFK,1991
4220,tt0102164,Johnny Stecchino,1991
4221,tt0102175,Jungle Fever,1991
4222,tt0102178,K2,1991
4223,tt0102181,Kafka,1991
4224,tt0102202,Kickboxer 2: The Road Back,1991
4225,tt0102216,King Ralph,1991
4226,tt0102220,A Kiss Before Dying,1991
4227,tt0102250,L.A. Story,1991
4228,tt0102266,The Last Boy Scout,1991
4229,tt0102293,Riki-Oh: The Story of Ricky,1991
4230,tt0102299,Liebestraum,1991
4231,tt0102303,Life Stinks,1991
4232,tt0102316,Little Man Tate,1991
4233,tt0102336,Loser,1991
4234,tt0102343,Love Potion No. 9,1992
4235,tt0102368,Madame Bovary,1991
4236,tt0102370,Madonna: Truth or Dare,1991
4237,tt0102388,The Man in the Moon,1991
4238,tt0102395,Mannequin: On the Move,1991
4239,tt0102411,The Marrying Man,1991
4240,tt0102426,Mediterraneo,1991
4241,tt0102443,A Midnight Clear,1992
4242,tt0102456,Mississippi Masala,1991
4243,tt0102460,Mobsters,1991
4244,tt0102465,"Mon père, ce héros.",1991
4245,tt0102467,Monster in a Box,1992
4246,tt0102469,Mortal Thoughts,1991
4247,tt0102492,My Girl,1991
4248,tt0102494,My Own Private Idaho,1991
4249,tt0102500,Mystery Date,1991
4250,tt0102510,The Naked Gun 2½: The Smell of Fear,1991
4251,tt0102511,Naked Lunch,1991
4252,tt0102517,Necessary Roughness,1991
4253,tt0102526,New Jack City,1991
4254,tt0102536,Night on Earth,1991
4255,tt0102555,Not Without My Daughter,1991
4256,tt0102558,Nothing But Trouble,1991
4257,tt0102573,The Object of Beauty,1991
4258,tt0102590,Once Around,1991
4259,tt0102592,One False Move,1992
4260,tt0102593,One Good Cop,1991
4261,tt0102598,Only the Lonely,1991
4262,tt0102603,Oscar,1991
4263,tt0102609,Other People's Money,1991
4264,tt0102614,Out for Justice,1991
4265,tt0102631,Paradise,1991
4266,tt0102685,Point Break,1991
4267,tt0102687,Poison,1991
4268,tt0102690,Popcorn,1991
4269,tt0102713,The Prince of Tides,1991
4270,tt0102719,Problem Child 2,1991
4271,tt0102721,Proof,1991
4272,tt0102722,Prospero's Books,1991
4273,tt0102729,Pure Luck,1991
4274,tt0102741,Queens Logic,1991
4275,tt0102744,Quigley Down Under,1990
4276,tt0102753,Rambling Rose,1991
4277,tt0102757,The Rapture,1991
4278,tt0102768,Regarding Henry,1991
4279,tt0102782,Return to the Blue Lagoon,1991
4280,tt0102789,Ricochet,1991
4281,tt0102798,Robin Hood: Prince of Thieves,1991
4282,tt0102800,Robot Jox,1989
4283,tt0102802,Rock-A-Doodle,1991
4284,tt0102803,The Rocketeer,1991
4285,tt0102818,Run,1991
4286,tt0102820,Rush,1991
4287,tt0102849,Scenes from a Mall,1991
4288,tt0102898,Shakes the Clown,1991
4289,tt0102900,Shattered,1991
4290,tt0102915,Showdown in Little Tokyo,1991
4291,tt0102926,The Silence of the Lambs,1991
4292,tt0102943,Slacker,1990
4293,tt0102945,Sleeping with the Enemy,1991
4294,tt0102951,Soapdish,1991
4295,tt0102975,Star Trek VI: The Undiscovered Country,1991
4296,tt0103003,Suburban Commando,1991
4297,tt0103007,The Super,1991
4298,tt0103016,Switch,1991
4299,tt0103030,High Heels,1991
4300,tt0103035,Taking Care of Business,1990
4301,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
4302,tt0103064,Terminator 2: Judgment Day,1991
4303,tt0103069,Texasville,1990
4304,tt0103074,Thelma & Louise,1991
4305,tt0103105,Toto the Hero,1991
4306,tt0103110,Tous les matins du monde,1991
4307,tt0103112,Toy Soldiers,1991
4308,tt0103125,True Colors,1991
4309,tt0103129,Truly Madly Deeply,1990
4310,tt0103130,Trust,1990
4311,tt0103184,V.I. Warshawski,1991
4312,tt0103186,Cows,1992
4313,tt0103207,The Old Lady Who Walked in the Sea,1991
4314,tt0103241,What About Bob?,1991
4315,tt0103247,White Fang,1991
