Unnamed: 0,id,primary_title,release_year,video_url
1729,tt0066811,The Barefoot Executive,1971,/watch?v=N_Dt7KvpW-M
1730,tt0066817,Bedknobs and Broomsticks,1971,/watch?v=8xHM7TNxg3s
1731,tt0066819,The Beguiled,1971,/watch?v=n47_BZ2pj5U
1732,tt0066831,Big Jake,1971,/watch?v=-Q5XLr_ZL_E
1733,tt0066832,Billy Jack,1971,/watch?v=ZqXvqaBw_iA
1734,tt0066834,Black Beauty,1971,/watch?v=Kpccs5FfWYs
1735,tt0066849,The Blood on Satan's Claw,1971,/watch?v=2RMySPyhMUY
1736,tt0066892,Carnal Knowledge,1971,/watch?v=a5VZBmMVJw8
1737,tt0066904,The Sorrow and the Pity,1969,/watch?v=3DFerR81Pes
1738,tt0066921,A Clockwork Orange,1971,/watch?v=vN-1Mup0UI0
1739,tt0066993,The Devils,1971,/watch?v=DC_Z4I62e5Y
1740,tt0066995,Diamonds Are Forever,1971,/watch?v=9yOamj4mlnE
1741,tt0066999,Dirty Harry,1971,/watch?v=YgRjIEwMYQ4
1742,tt0067065,Escape from the Planet of the Apes,1971,/watch?v=t4OQqg-oL2M
1743,tt0067093,Fiddler on the Roof,1971,/watch?v=PjfTNnznJXw
1744,tt0067108,Delusions of Grandeur,1971,/watch?v=WvNL-2G-bjw
1745,tt0067116,The French Connection,1971,/watch?v=ncWxtpXn3gA
1746,tt0067128,Get Carter,1971,/watch?v=kV4XrUDBlfM
1747,tt0067140,"Duck, You Sucker",1971,/watch?v=-vXs7PauVms
1748,tt0067144,The Go-Between,1971,/watch?v=Rc1hwZfu8RY
1749,tt0067185,Harold and Maude,1971,/watch?v=5mz3TkxJhPc
1750,tt0067217,The Hospital,1971,/watch?v=HftRP0NAJYg
1751,tt0067227,The Merchant of Four Seasons,1972,/watch?v=TpCh-JSYMc8
1752,tt0067277,Johnny Got His Gun,1971,/watch?v=qB7j4C6hBBA
1753,tt0067309,Klute,1971,/watch?v=3S4rxnjwFDg
1754,tt0067324,Land of Silence and Darkness,1971,/watch?v=U68tMGEqL5o
1755,tt0067328,The Last Picture Show,1971,/watch?v=2LrMutOPC-o
1756,tt0067334,Le Mans,1971,/watch?v=228f-dPxI3Q
1757,tt0067341,Let's Scare Jessica to Death,1971,/watch?v=d-NZTNwqKhI
1758,tt0067355,They Call Me Trinity,1970,/watch?v=fkZQ5iXSMs8
1759,tt0067372,Macbeth,1971,/watch?v=Ysd5gwHfG1w
1760,tt0067411,McCabe & Mrs. Miller,1971,/watch?v=aQH5sWzBZnw
1761,tt0067433,Minnie and Moskowitz,1971,/watch?v=hIPoCwux0kI
1762,tt0067445,Death in Venice,1971,/watch?v=-pxn49yWVJk
1763,tt0067458,Murphy's War,1971,/watch?v=IJ5BC_uzD_g
1764,tt0067482,A New Leaf,1971,/watch?v=R_NqzbyyIjI
1765,tt0067525,The Ωmega Man,1971,/watch?v=bWB6Ufh4O98
1766,tt0067527,On Any Sunday,1971,/watch?v=xSLRlPiiiQE
1767,tt0067541,Wake in Fright,1971,/watch?v=oqWvWR8KYFw
1768,tt0067549,The Panic in Needle Park,1971,/watch?v=eNeN9ZU2CSM
1769,tt0067588,Play Misty for Me,1971,/watch?v=TEHx9OxmkVE
1770,tt0067589,Plaza Suite,1971,/watch?v=IB61gxV8HCI
1771,tt0067633,Punishment Park,1971,/watch?v=suh2r2ojP3I
1772,tt0067647,The Canterbury Tales,1972,/watch?v=rrFMMU2LAPE
1773,tt0067656,A Bay of Blood,1971,/watch?v=PtzLn3_MTS8
1774,tt0067698,Sacco & Vanzetti,1971,/watch?v=PxkqMBi96Vw
1775,tt0067727,See No Evil,1971,/watch?v=U7R-nZiuLA4
1776,tt0067741,Shaft,1971,/watch?v=T1ga1FgU10E
1777,tt0067756,Silent Running,1972,/watch?v=gBWO6oJStZk
1778,tt0067778,Murmur of the Heart,1971,/watch?v=597LmMREnsY
1779,tt0067800,Straw Dogs,1971,/watch?v=IQjQIXzFCRA
1780,tt0067803,Summer of '42,1971,/watch?v=5c119LHL-pY
1781,tt0067805,Sunday Bloody Sunday,1971,/watch?v=YLYLasLqII4
1782,tt0067809,Support Your Local Gunfighter,1971,/watch?v=kSYjf8V8GF0
1783,tt0067810,Sweet Sweetback's Baadasssss Song,1971,/watch?v=h6igNakNn_Q
1784,tt0067824,The Big Boss,1971,/watch?v=bIkaWTCi49A
1785,tt0067848,They Might Be Giants,1971,/watch?v=_Yr2TagiovI
1786,tt0067866,El Topo,1970,/watch?v=6Uqb4Jy0GTg
1787,tt0067893,Two-Lane Blacktop,1971,/watch?v=yPbqV9CgV9s
1788,tt0067900,Un Flic,1972,/watch?v=8yhUY7-VLJg
1789,tt0067919,The Emigrants,1971,/watch?v=7QfS0FlLQmE
1790,tt0067921,Valdez Is Coming,1971,/watch?v=goeDGCcdd68
1791,tt0067927,Vanishing Point,1971,/watch?v=9sn1w1yJKKE
1792,tt0067958,WR: Mysteries of the Organism,1971,/watch?v=ZpFR2uYeMDA
1793,tt0067959,Walkabout,1971,/watch?v=Fdqwbs8uKwQ
1794,tt0067992,Willy Wonka & the Chocolate Factory,1971,/watch?v=EObEoglaB5I
1795,tt0068156,1776,1972,/watch?v=AwjI1N-GUqA
1796,tt0068161,The Dawns Here Are Quiet,1972,/watch?v=9v8v1GUjwLc
1797,tt0068168,Across 110th Street,1972,/watch?v=Cxof6gidDO8
1798,tt0068182,"Aguirre, the Wrath of God",1972,/watch?v=eJDuicFyJPg
1799,tt0068205,Chloe in the Afternoon,1972,/watch?v=vT-86bEyHTk
1800,tt0068230,Asylum,1972,/watch?v=9yig3s-S-iY
1801,tt0068240,Avanti!,1972,/watch?v=8iMbLlUStws
1802,tt0068245,Bad Company,1972,/watch?v=T-G2nY8OH8Y
1803,tt0068273,The Big Bird Cage,1972,/watch?v=dWatDtQFtb0
1804,tt0068278,The Bitter Tears of Petra von Kant,1972,/watch?v=eq0w_XsEAAU
1805,tt0068284,Blacula,1972,/watch?v=lKgcLOOW-3Y
1806,tt0068309,Boxcar Bertha,1972,/watch?v=OEngRIi6CxQ
1807,tt0068323,Buck and the Preacher,1972,/watch?v=7tWgwG2Jn2c
1808,tt0068326,Butterflies Are Free,1972,/watch?v=GhqF4LxHYro
1809,tt0068327,Cabaret,1972,/watch?v=hYZ8cqMLuQg
1810,tt0068334,The Candidate,1972,/watch?v=9RTIQWXzexU
1811,tt0068341,The Valachi Papers,1972,/watch?v=BIksD2V1WFM
1812,tt0068361,The Discreet Charm of the Bourgeoisie,1972,/watch?v=QZfCoTvbXXc
1813,tt0068408,Conquest of the Planet of the Apes,1972,/watch?v=CWIbQqbivVc
1814,tt0068421,The Cowboys,1972,/watch?v=emjnjPfmoPI
1815,tt0068473,Deliverance,1972,/watch?v=at-gOm93fZg
1816,tt0068503,Dr. Phibes Rises Again,1972,/watch?v=Ytb23pMWEjU
1817,tt0068519,Gentlemen of Fortune,1971,/watch?v=Ow8IB3qEWY4
1818,tt0068528,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,/watch?v=MLlGZQkU3ak
1819,tt0068555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,/watch?v=uinn26P2c6M
1820,tt0068575,Fat City,1972,/watch?v=WncSPrCNblQ
1821,tt0068611,Frenzy,1972,/watch?v=0gWjZpkkkIs
1822,tt0068612,Fritz the Cat,1972,/watch?v=PADIloikkhg
1823,tt0068615,Frogs,1972,/watch?v=9OTaIzBPxtk
1824,tt0068638,The Getaway,1972,/watch?v=-A8UaQA7VZ8
1825,tt0068646,The Godfather,1972,/watch?v=fB_8VCwXydM
1826,tt0068655,The Tall Blond Man with One Black Shoe,1972,/watch?v=WdqBHvsFqJA
1827,tt0068687,The Heartbreak Kid,1972,/watch?v=5ytlIXSl9GI
1828,tt0068688,Heat,1972,/watch?v=nqzgLZFs8dI
1829,tt0068699,High Plains Drifter,1973,/watch?v=Ek9CwmjisLE
1830,tt0068713,Horror Express,1972,/watch?v=PiLzoXt1aFc
1831,tt0068718,The Hot Rock,1972,/watch?v=mUtIl_x2tvY
1832,tt0068732,Images,1972,/watch?v=o4S5dg5NglE
1833,tt0068762,Jeremiah Johnson,1972,/watch?v=QFLwH-ZZ1MY
1834,tt0068767,Fist of Fury,1972,/watch?v=w_4RjSbSIFY
1835,tt0068768,Joe Kidd,1972,/watch?v=0uaYrGXeBaI
1836,tt0068786,Junior Bonner,1972,/watch?v=xmq-bBCr-q0
1837,tt0068805,The King of Marvin Gardens,1972,/watch?v=qZqVW97YZVk
1838,tt0068815,Lone Wolf and Cub: Sword of Vengeance,1972,/watch?v=x2eMNC9E6dc
1839,tt0068816,Lone Wolf and Cub: Baby Cart at the River Styx,1972,/watch?v=HbBYDyy0cYE
1840,tt0068817,Lone Wolf and Cub: Baby Cart to Hades,1972,/watch?v=usxF0b6MKLY
1841,tt0068828,Lady Sings the Blues,1972,/watch?v=LLMlK7-_wjA
1842,tt0068833,The Last House on the Left,1972,/watch?v=n_HUvEpwL1I
1843,tt0068837,The Legend of Boggy Creek,1972,/watch?v=9v0CG_xZzbQ
1844,tt0068853,The Life and Times of Judge Roy Bean,1972,/watch?v=ePV3G51Jqlg
1845,tt0068863,Lisa and the Devil,1973,/watch?v=IoQTQYr7D9c
1846,tt0068897,The Magnificent Seven Ride!,1972,/watch?v=3r1e3IGglmI
1847,tt0068909,Man of La Mancha,1972,/watch?v=q-FRZcQ4qVE
1848,tt0068931,The Mechanic,1972,/watch?v=8NWngPdQY3U
1849,tt0068935,The Way of the Dragon,1972,/watch?v=4lNDLaSWmhY
1850,tt0069019,Don't Torture a Duckling,1972,/watch?v=JsJlTgYqCFs
1851,tt0069048,Baron Blood,1972,/watch?v=AK3zWj68spM
1852,tt0069049,The Other Side of the Wind,2018,/watch?v=nMWHBUTHmf0
1853,tt0069050,The Other,1972,/watch?v=HMmMqWkudgA
1854,tt0069089,Pink Flamingos,1972,/watch?v=vUd_6FF4AtM
1855,tt0069090,Pink Floyd: Live at Pompeii,1972,/watch?v=-7iOQz-JO0A
1856,tt0069097,"Play It Again, Sam",1972,/watch?v=Dl_DBzrNFzc
1857,tt0069113,The Poseidon Adventure,1972,/watch?v=dd03qev59Jo
1858,tt0069121,Prime Cut,1972,/watch?v=bxzQ1MEhzUg
1859,tt0069191,Roma,1972,/watch?v=K-83XJB9mr0
1860,tt0069198,The Ruling Class,1972,/watch?v=yMtkNvDGjV0
1861,tt0069257,Shaft's Big Score!,1972,/watch?v=M0w8UclRBi4
1862,tt0069280,Slaughterhouse-Five,1972,/watch?v=DvlZtlBfCi0
1863,tt0069281,Sleuth,1972,/watch?v=XBRMaieaLdU
1864,tt0069289,Snoopy Come Home,1972,/watch?v=M7RvYrs5WRA
1865,tt0069291,Snowball Express,1972,/watch?v=75v6vTU7gDY
1866,tt0069293,Solaris,1972,/watch?v=9LMMn8czq2w
1867,tt0069303,Sounder,1972,/watch?v=ryois6DaxhM
1868,tt0069332,Super Fly,1972,/watch?v=VYZUWzv_FaY
1869,tt0069341,Tales from the Crypt,1972,/watch?v=_ol4MvRkWek
1870,tt0069372,The Thing with Two Heads,1972,/watch?v=gWHNA_j7h5A
1871,tt0069400,Trafic,1971,/watch?v=-S2hRXV41S0
1872,tt0069467,Cries & Whispers,1972,/watch?v=M88U7GTlQag
1873,tt0069495,"What's Up, Doc?",1972,/watch?v=HejpRrOWIRc
1874,tt0069704,American Graffiti,1973,/watch?v=OZ9Gp6Qc8LQ
1875,tt0069747,The Mad Adventures of Rabbi Jacob,1973,/watch?v=wLwHaK86DsM
1876,tt0069762,Badlands,1973,/watch?v=eITb-5R76TU
1877,tt0069765,Bang the Drum Slowly,1973,/watch?v=Xa3EdS3l1zs
1878,tt0069768,Battle for the Planet of the Apes,1973,/watch?v=H6VDA3bzihM
1879,tt0069824,"Brother Sun, Sister Moon",1972,/watch?v=2CIiTzfgGNw
1880,tt0069834,Cahill U.S. Marshal,1973,/watch?v=r0AM3JbIbBk
1881,tt0069865,Charley Varrick,1973,/watch?v=TxaqjQWQVAk
1882,tt0069895,The Crazies,1973,/watch?v=ZyHyp7hmmsA
1883,tt0069897,Coffy,1973,/watch?v=L3DPuPILahg
1884,tt0069920,Torso,1973,/watch?v=f6doJCbbhq0
1885,tt0069945,Dark Star,1974,/watch?v=lwISbJfRNz0
1886,tt0069946,The Day of the Dolphin,1973,/watch?v=b8wFcN7niQk
1887,tt0069947,The Day of the Jackal,1973,/watch?v=eMj5TpWuLf4
1888,tt0069994,Don't Look in the Basement,1973,/watch?v=ys27ZxU3M3g
1889,tt0069995,Don't Look Now,1973,/watch?v=BI9bYR0SoMs
1890,tt0070016,Charlotte's Web,1973,/watch?v=KUBAOyTzwRQ
1891,tt0070022,Electra Glide in Blue,1973,/watch?v=_ql3l9C_qQ4
1892,tt0070030,Emperor of the North,1973,/watch?v=5jn-ZS7g8xs
1893,tt0070034,Enter the Dragon,1973,/watch?v=81jCPIag4KA
1894,tt0070040,The Spirit of the Beehive,1973,/watch?v=aqvpMJNlqxE
1895,tt0070047,The Exorcist,1973,/watch?v=YDGw1MTEe9k
1896,tt0070077,The Friends of Eddie Coyle,1973,/watch?v=vWdqoPHW-F8
1897,tt0070130,La Grande Bouffe,1973,/watch?v=cuqZlOHnJNw
1898,tt0070155,The Harder They Come,1972,/watch?v=_sXLFEkfvGE
1899,tt0070215,My Name Is Nobody,1973,/watch?v=2RYq1PLdT0s
1900,tt0070233,Ivan Vasilievich: Back to the Future,1973,/watch?v=C7EW0gyUfx4
1901,tt0070239,Jesus Christ Superstar,1973,/watch?v=hIe8GA3VvYg
1902,tt0070246,Battles Without Honor and Humanity,1973,/watch?v=EXNaUDTLUak
1903,tt0070290,The Last Detail,1973,/watch?v=6ZUfuN2DNJ0
1904,tt0070291,The Last of Sheila,1973,/watch?v=NPHMoDpCHU8
1905,tt0070294,The Legend of Hell House,1973,/watch?v=pacLdQdJJpY
1906,tt0070328,Live and Let Die,1973,/watch?v=KTzsm9-XWQo
1907,tt0070334,The Long Goodbye,1973,/watch?v=fAYheZweypk
1908,tt0070350,The Mack,1973,/watch?v=2e7VngeFbhE
1909,tt0070354,The Man from Acapulco,1973,/watch?v=BD8rN72-Kdo
1910,tt0070355,Magnum Force,1973,/watch?v=qVk8NhLhZMk
1911,tt0070379,Mean Streets,1973,/watch?v=g9xHpS10CZ0
1912,tt0070439,Unbelievable Adventures of Italians in Russia,1974,/watch?v=0B3nK-k0KzQ
1913,tt0070460,Day for Night,1973,/watch?v=GmSpeM5Hj2A
1914,tt0070464,O Lucky Man!,1973,/watch?v=sRz_3pok1Og
1915,tt0070506,Bread and Chocolate,1974,/watch?v=ixHxPFrk48Q
1916,tt0070509,The Paper Chase,1973,/watch?v=wGUfvZU4wiE
1917,tt0070510,Paper Moon,1973,/watch?v=ORTv3jORX-I
1918,tt0070511,Papillon,1973,/watch?v=lW_IWHw3z-U
1919,tt0070518,Pat Garrett & Billy the Kid,1973,/watch?v=9sQywNsKEVQ
1920,tt0070531,Phase IV,1974,/watch?v=Bcs3_b3VXSU
1921,tt0070544,Fantastic Planet,1973,/watch?v=SgCxCZNkQ9E
1922,tt0070608,Robin Hood,1973,/watch?v=c5Qph47c2uE
1923,tt0070622,Sssssss,1973,/watch?v=uOkQ_-XtwlA
1924,tt0070628,The Hourglass Sanatorium,1973,/watch?v=Is1wg2Ie15M
1925,tt0070634,The Satanic Rites of Dracula,1973,/watch?v=eMAgmFScQvU
1926,tt0070640,Save the Tiger,1973,/watch?v=J-n5Wq7y0G4
1927,tt0070643,Scarecrow,1973,/watch?v=Hw8d5CN7zbM
1928,tt0070656,Scream Blacula Scream,1973,/watch?v=WL9t6SUx1bU
1929,tt0070666,Serpico,1973,/watch?v=hSZz5RI7KRQ
1930,tt0070679,Shaft in Africa,1973,/watch?v=vJFzBbyYHpE
1931,tt0070689,Siddhartha,1972,/watch?v=OyFg291i8Ak
1932,tt0070694,"Silent Night, Bloody Night",1972,/watch?v=QG6nb2immjo
1933,tt0070698,Sisters,1972,/watch?v=k2__ldy8NGM
1934,tt0070707,Sleeper,1973,/watch?v=PcaXIWYDo-4
1935,tt0070723,Soylent Green,1973,/watch?v=N_jGOKYHxaQ
1936,tt0070735,The Sting,1973,/watch?v=LN2hBOIXhBs
1937,tt0070791,Theater of Blood,1973,/watch?v=cmboDDMPRVw
1938,tt0070819,A Touch of Class,1973,/watch?v=YM-6At4Fok0
1939,tt0070820,Journey of the Hyena,1973,/watch?v=gotSPn3RsE8
1940,tt0070849,Last Tango in Paris,1972,/watch?v=o35Z4ue0BPI
1941,tt0070861,Only Old Men Are Going to Battle,1974,/watch?v=2JN4i0OnHdA
1942,tt0070868,The Vault of Horror,1973,/watch?v=2QekOjRaEaw
1943,tt0070903,The Way We Were,1973,/watch?v=CKvBvWb0Wzg
1944,tt0070909,Westworld,1973,/watch?v=EjyOfTEeNHA
1945,tt0070915,White Lightning,1973,/watch?v=gmvDNAV7itA
1946,tt0070917,The Wicker Man,1973,/watch?v=a-tDnavDCwI
1947,tt0070948,Zardoz,1974,/watch?v=kbGVIdA3dx0
1948,tt0071110,Airport 1975,1974,/watch?v=h-l3wzkCwiU
1949,tt0071115,Alice Doesn't Live Here Anymore,1974,/watch?v=2jFhv9mPqk4
1950,tt0071129,Amarcord,1973,/watch?v=BtG9ZM-ZHnY
1951,tt0071141,Ali: Fear Eats the Soul,1974,/watch?v=OWo0xMt2QKQ
1952,tt0071143,Beautiful People,1974,/watch?v=v1fqy3eY5q8
1953,tt0071203,Belladonna of Sadness,1973,/watch?v=2WkcLMapo_Y
1954,tt0071206,Benji,1974,/watch?v=mYpRaGbKjbc
1955,tt0071216,Big Bad Mama,1974,/watch?v=d5z76qg6v1Y
1956,tt0071222,Black Christmas,1974,/watch?v=k6JuJHmVsh4
1957,tt0071230,Blazing Saddles,1974,/watch?v=VKayG1TrfuE
1958,tt0071233,Blood for Dracula,1974,/watch?v=-mxhJzSKV08
1959,tt0071249,Bring Me the Head of Alfredo Garcia,1974,/watch?v=HPaUPU9xdgM
1960,tt0071266,Caged Heat,1974,/watch?v=o0E47cZEXPk
1961,tt0071269,California Split,1974,/watch?v=IzZ_ANWL_yM
1962,tt0071276,Captain Kronos: Vampire Hunter,1974,/watch?v=64Qe3cDKUFg
1963,tt0071315,Chinatown,1974,/watch?v=p39LFdGI-YA
1964,tt0071360,The Conversation,1974,/watch?v=VD_CAJHIIQE
1965,tt0071381,Celine and Julie Go Boating,1974,/watch?v=3nJ4RInGt9E
1966,tt0071402,Death Wish,1974,/watch?v=hyZgZ9cN4kQ
1967,tt0071411,Dersu Uzala,1975,/watch?v=ct_7VNF0_jQ
1968,tt0071424,Dirty Mary Crazy Larry,1974,/watch?v=p0xE-68P4ao
1969,tt0071455,Earthquake,1974,/watch?v=w_BwX2fEUTo
1970,tt0071464,Emmanuelle,1974,/watch?v=3l6FlwhCt4Y
1971,tt0071487,The Phantom of Liberty,1974,/watch?v=V8h1q7_dVW0
1972,tt0071502,Arabian Nights,1974,/watch?v=OiTCXrAsYFA
1973,tt0071508,Flesh for Frankenstein,1973,/watch?v=bY9CG7RUjQw
1974,tt0071517,Foxy Brown,1974,/watch?v=YHziuA9bM7k
1975,tt0071524,The Front Page,1974,/watch?v=2Da8eGVKJ1g
1976,tt0071532,The Gambler,1974,/watch?v=b-LdRzkWrDM
1977,tt0071562,The Godfather: Part II,1974,/watch?v=9O1Iy9od7-A
1978,tt0071569,The Golden Voyage of Sinbad,1973,/watch?v=3qrRSQ7ZJE8
1979,tt0071571,Gone in 60 Seconds,1974,/watch?v=QK_Ct6zoeeQ
1980,tt0071577,The Great Gatsby,1974,/watch?v=513AXwcenEQ
1981,tt0071598,Harry and Tonto,1974,/watch?v=aPZ87LqYzlM
1982,tt0071604,Hearts and Minds,1974,/watch?v=QcE6CdR60NY
1983,tt0071607,Herbie Rides Again,1974,/watch?v=KJtCKSOvDDk
1984,tt0071615,The Holy Mountain,1973,/watch?v=qmR0vi0ifzE
1985,tt0071650,Ilsa: She Wolf of the SS,1975,/watch?v=gbV9V_GxDi0
1986,tt0071675,It's Alive,1974,/watch?v=2pW99eaMons
1987,tt0071688,Jacob the Liar,1974,/watch?v=2eX44xbYVbc
1988,tt0071691,The Enigma of Kaspar Hauser,1974,/watch?v=tzxreLUzuUI
1989,tt0071706,Juggernaut,1974,/watch?v=flBMnHojY9w
1990,tt0071733,"Lacombe, Lucien",1974,/watch?v=p6uEi6d7OMM
1991,tt0071737,Lancelot of the Lake,1974,/watch?v=KwXw3tHoaCA
1992,tt0071746,Lenny,1974,/watch?v=TqvNOq8kGB8
1993,tt0071771,The Longest Yard,1974,/watch?v=wclo6KMZr28
1994,tt0071772,The Lords of Flatbush,1974,/watch?v=kRylm0ZHNmw
1995,tt0071807,The Man with the Golden Gun,1974,/watch?v=gF5fr3Zhi7E
1996,tt0071853,Monty Python and the Holy Grail,1975,/watch?v=urRkGvhXc8w
1997,tt0071866,Mr. Majestyk,1974,/watch?v=qpUjw0Baqe0
1998,tt0071877,Murder on the Orient Express,1974,/watch?v=kjSN6hmg2UY
1999,tt0071910,The Night Porter,1974,/watch?v=9M5cTkWdMOQ
2000,tt0071913,The Nine Lives of Fritz the Cat,1974,/watch?v=POCrPAlaYd4
2001,tt0071935,The Odessa File,1974,/watch?v=gAst3JlF0Jc
2002,tt0071970,The Parallax View,1974,/watch?v=KoNukbGYfFY
2003,tt0071994,Phantom of the Paradise,1974,/watch?v=T9yof8cwli4
2004,tt0072037,Scent of a Woman,1974,/watch?v=YCYBm8OJy4Y
2005,tt0072081,The Return of the Pink Panther,1975,/watch?v=a1AMga5GaEQ
2006,tt0072226,The Sugarland Express,1974,/watch?v=aYAhR034rHQ
2007,tt0072235,Sweet Movie,1974,/watch?v=k1HUhq556nY
2008,tt0072251,The Taking of Pelham One Two Three,1974,/watch?v=ep518FVHKIU
2009,tt0072271,The Texas Chain Saw Massacre,1974,/watch?v=T3TILW0O_C0
2010,tt0072272,That's Entertainment!,1974,/watch?v=ywKvXIR-z0I
2011,tt0072281,The Three Musketeers,1973,/watch?v=ssLVKLJ8ojU
2012,tt0072285,Thriller: A Cruel Picture,1973,/watch?v=HWo0x7Qw8MI
2013,tt0072288,Thunderbolt and Lightfoot,1974,/watch?v=7CyKPMBbpiw
2014,tt0072308,The Towering Inferno,1974,/watch?v=nch1URmJvMA
2015,tt0072351,Uptown Saturday Night,1974,/watch?v=Ij3LKTjpmd8
2016,tt0072353,Going Places,1974,/watch?v=E9RA83poDVI
2017,tt0072402,Where the Red Fern Grows,1974,/watch?v=KKv-F_k6LSI
2018,tt0072417,A Woman Under the Influence,1974,/watch?v=d5O7ujg3VQU
2019,tt0072431,Young Frankenstein,1974,/watch?v=ZL9Q_0JtMNA
2020,tt0072443,The Mirror,1975,/watch?v=uXYfRkuA3cM
2021,tt0072608,The Adventure of Sherlock Holmes' Smarter Brother,1975,/watch?v=XkNdMNbZNyw
2022,tt0072613,Afonya,1975,/watch?v=L9HATyYkZLs
2023,tt0072653,The Apple Dumpling Gang,1975,/watch?v=dBOMMc2_Q_8
2024,tt0072684,Barry Lyndon,1975,/watch?v=cwXa1n8jcNQ
2025,tt0072705,Bite the Bullet,1975,/watch?v=1MbwGhTHYnQ
2026,tt0072709,Black Moon,1975,/watch?v=GXvo7U4kDwg
2027,tt0072730,A Boy and His Dog,1975,/watch?v=mTck2RnpPy4
2028,tt0072732,Brannigan,1975,/watch?v=gk1ac3iYr-c
2029,tt0072735,Breakheart Pass,1975,/watch?v=PlOApt4CYfQ
2030,tt0072737,Breakout,1975,/watch?v=ML7jIPUrrbg
2031,tt0072742,Brother Can You Spare a Dime,1975,/watch?v=i_Dz4ADI-LI
2032,tt0072848,The Day of the Locust,1975,/watch?v=n9ncP1fwLIs
2033,tt0072856,Death Race 2000,1975,/watch?v=F2GEKV1dOgY
2034,tt0072869,The Devil's Rain,1975,/watch?v=gTS8i31SBhw
2035,tt0072890,Dog Day Afternoon,1975,/watch?v=Ne6KMHLTvik
2036,tt0072901,The Twelve Tasks of Asterix,1976,/watch?v=JOhRhq6Pr6g
2037,tt0072912,The Drowning Pool,1975,/watch?v=hR0IqmxUq_s
2038,tt0072913,Master of the Flying Guillotine,1976,/watch?v=gzmMiurguM4
2039,tt0072926,The Eiger Sanction,1975,/watch?v=rswK8bgCWFE
2040,tt0072951,Escape to Witch Mountain,1975,/watch?v=rnhcZXZMajQ
2041,tt0072962,F for Fake,1973,/watch?v=twlA_yzagXo
2042,tt0072973,"Farewell, My Lovely",1975,/watch?v=KPaHnFHsS0Y
2043,tt0072976,Fox and His Friends,1975,/watch?v=OGqkSKWjzGA
2044,tt0072979,Female Trouble,1974,/watch?v=jlNnzoOiFq8
2045,tt0073012,The Four Musketeers: Milady's Revenge,1974,/watch?v=0G1OcsgfLOo
2046,tt0073018,French Connection II,1975,/watch?v=4wNYcbiIwFw
2047,tt0073026,Funny Lady,1975,/watch?v=HpEMvTWLdBQ
2048,tt0073043,The Giant Spider Invasion,1975,/watch?v=o3Mc0mgorZc
2049,tt0073075,The Great Waldo Pepper,1975,/watch?v=aYUEOSbh4IE
2050,tt0073076,Grey Gardens,1975,/watch?v=HZl1IJLTMXM
2051,tt0073092,Hard Times,1975,/watch?v=oeLOCHc-NL4
2052,tt0073107,Hester Street,1975,/watch?v=FTtcptQKhOQ
2053,tt0073113,The Hindenburg,1975,/watch?v=KJBKLIi1XLM
2054,tt0073114,The Story of Adele H,1975,/watch?v=fvH77u47d7k
2055,tt0073115,The Story of O,1975,/watch?v=Jrd1OgOTQaU
2056,tt0073152,Kings of the Road,1976,/watch?v=m-RA5b3HtoE
2057,tt0073195,Jaws,1975,/watch?v=U1fu_sA7XhE
2058,tt0073198,"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",1975,/watch?v=_dVc1GsyOZI
2059,tt0073240,The Killer Elite,1975,/watch?v=VlN3eaoRGNM
2060,tt0073260,The Land That Time Forgot,1974,/watch?v=kSDuoiptrCY
2061,tt0073312,Love and Death,1975,/watch?v=ESMIOnDD3Gg
2062,tt0073341,The Man Who Would Be King,1975,/watch?v=gjAi5ER5FOU
2063,tt0073396,Mitchell,1975,/watch?v=2bNfTLpU2-4
2064,tt0073440,Nashville,1975,/watch?v=nk25HB9JkLw
2065,tt0073453,Night Moves,1975,/watch?v=mdlLWziBggM
2066,tt0073486,One Flew Over the Cuckoo's Nest,1975,/watch?v=OXrcDonY-B8
2067,tt0073540,Picnic at Hanging Rock,1975,/watch?v=UWqCHKtKPKI
2068,tt0073580,The Passenger,1975,/watch?v=i4oZ9xymXHE
2069,tt0073582,Deep Red,1975,/watch?v=apdrNHcLUd8
2070,tt0073600,Race with the Devil,1975,/watch?v=wqv6PIH_ymY
2071,tt0073605,Rancho Deluxe,1975,/watch?v=vdA3dP3UyNY
2072,tt0073623,Return of the Street Fighter,1974,/watch?v=xo6WJYSnYFw
2073,tt0073629,The Rocky Horror Picture Show,1975,/watch?v=LnYBwampG8U
2074,tt0073631,Rollerball,1975,/watch?v=aVUxK1mNups
2075,tt0073636,Rooster Cogburn,1975,/watch?v=TiPVW75ntdY
2076,tt0073650,"Salò, or the 120 Days of Sodom",1975,/watch?v=N3AD5vwbhNQ
2077,tt0073692,Shampoo,1975,/watch?v=rJllau4-qd0
2078,tt0073705,Shivers,1975,/watch?v=eK9Wal9Dvic
2079,tt0073707,Sholay,1975,/watch?v=u2pJU82Xj9M
2080,tt0073722,Smile,1975,/watch?v=tbdKZQcxKYM
2081,tt0073747,The Stepford Wives,1975,/watch?v=yh9yM00r9JQ
2082,tt0073756,The Street Fighter,1974,/watch?v=zbXbwO4gQGA
